MLS Number,Street Address,zip_code,county,age,Sq Ft Total,Lot size,Year Built
CRP1-5323,1475 Hillcrest AVE ,91106,Los Angeles,71,3070,21963,1950
CRNDP2106749,8840 Pinecrest AVE ,92123,San Diego,64,1138,5900,1957
CRPTP2104182,2089 Manzana WAY ,92139,San Diego,35,1459,1364,1986
CROC21154233,24 Longhorn ST ,92679,Orange,24,1566,3380,1997
CROC21124294,5007 E Brookside AVE ,92867,Orange,51,1985,8362,1970
CRV0-219007806,4771 Mascagni ST ,93003,Ventura,22,2342,3653,1999
CRPI21131749,1520 Jonathan PL ,93454,Santa Barbara,44,1494,13504,1977
ML81848232,313 Northwood DR ,94080,San Mateo,73,1270,4500,1948
CC40955114,3642 Bickerstaff ,94549,Contra Costa,75,1756,6890,1946
CC40954585,180 Sandringham Dr. S ,94556,Contra Costa,46,3371,36000,1975
CC40953613,649 Chester Dr ,94565,Contra Costa,65,1063,8000,1956
BA321053458,520 Port CIR ,95425,Sonoma,16,2853,13068,2005
BA321051075,137 Northpark DR ,95688,Solano,45,2125,7841,1976
ME221065683,4712 Copperfield CIR ,95746,Placer,31,2777,8825,1990
ME221074848,4603 Monte Mar DR ,95762,El Dorado,16,1703,6970,2005
ME201903799,14864 Wood DR ,95954,Butte,50,768,10019,1971
ME202100928,8331 Bailey RD ,95993,Sutter,55,1972,36590,1966
TM21-747262,5065 Mount Helena AVE ,90041,Los Angeles,96,1496,7500,1925
TM21-747046,25152 Malibu RD ,90265,Los Angeles,64,3107,6644,1957
CRPW21126403,4773 Candleberry AVE ,90740,Orange,54,2748,5353,1967
CNSR21122391,16050 Devonshire ST ,91344,Los Angeles,68,1762,7687,1953
CRNDP2107198,6700 Kenmar Way ,92130,San Diego,3,2992,4873,2018
CRJT21129091,5922 Regino AVE ,92277,San Bernardino,16,1145,8450,2005
CRIV21124113,15825 Lindina DR ,92504,Riverside,32,2490,109336,1989
CRSW21130771,40010 Stamos CT ,92591,Riverside,33,1674,8712,1988
CROC21127376,17591 Griffith CIR ,92649,Orange,57,1292,6790,1964
CROC21133967,71 SAN SEBASTIAN ,92688,Orange,32,1861,7000,1989
CROC21131680,2102 Mabury ST ,92705,Orange,52,1501,6042,1969
CROC21111207,9643 Ellis AVE ,92708,Orange,57,1663,7137,1964
CRDW21124215,413 N Janss ST ,92805,Orange,74,1907,5698,1947
CRPW21124982,408 Barry PL ,92870,Orange,58,2007,7800,1963
CRNS21123698,2808 Vine ST ,93446,San Luis Obispo,2,1639,2890,2019
CC40954591,1224 Sherlock Way ,94521,Contra Costa,65,1390,5700,1956
SF421562393,26959 Underwood AVE ,94544,Alameda,66,1379,5035,1955
CC40954224,2890 Parkway Dr ,94553,Contra Costa,28,1490,3100,1993
BA321055437,52 Laurelwood DR ,94949,Marin,16,2768,8237,2005
ML81853281,1325 Santa Paula AVE ,95110,Santa Clara,73,1294,5381,1948
ML81850322,2689 Flintwood CT ,95148,Santa Clara,48,1259,6252,1973
EB40954141,137 Severin Ave ,95354,Stanislaus,71,905,5662,1950
ME221066045,838 San Tomas ST ,95618,Yolo,44,1466,4874,1977
ME221070579,9361 Miko CIR ,95624,Sacramento,16,2647,8233,2005
ME221069242,4229 Kirkby WAY ,95660,Sacramento,44,1261,6970,1977
ME221066093,7203 Walnut AVE ,95662,Sacramento,74,1149,36399,1947
ME221069678,5418 Halas CT ,95757,Sacramento,17,2650,6011,2004
ME221068364,2205 C ST ,95816,Sacramento,101,723,3049,1920
CRCV21120947,746 James PL ,91767,Los Angeles,69,1185,10926,1952
CRNDP2106752,13389 Keegan PL ,92130,San Diego,35,2128,9338,1986
CROC21128007,3327 W Keys LN ,92804,Orange,63,1317,8023,1958
ML81853524,383 El Paseo ,94030,San Mateo,70,1800,5220,1951
SF421565828,2735 Lincoln WAY ,94122,San Francisco,95,2175,3371,1926
SF421566136,3124 Gough ST ,94123,San Francisco,98,2463,2809,1923
SF421561574,575 Hamilton ST ,94134,San Francisco,61,1550,2996,1960
CC40953564,5507 Michigan Blvd ,94521,Contra Costa,61,1158,7000,1960
BE40956867,32361 Utica St ,94544,Alameda,70,1071,5000,1951
EB40953690,3863 Patterson Ave ,94619,Alameda,93,1673,3000,1928
BA321056526,25 Acorn WAY ,94904,Marin,65,2507,37501,1956
BA321050080,2061 Hatch RD ,94947,Marin,26,4166,114842,1995
ME202000165,1600 Woodcrest Lane ,95355,Stanislaus,30,2308,5706,1991
ME221072065,4399 Virgusell CIR ,95608,Sacramento,48,2070,13504,1973
ME221067407,361 Prewett DR ,95630,Sacramento,32,2918,7588,1989
ME221064842,5506 Darby RD ,95765,Placer,24,1870,7031,1997
ME221066444,4901 Spica PKWY ,95823,Sacramento,61,1456,8712,1960
CNSR21148317,3453 Grand View BLVD ,90066,Los Angeles,14,3815,7395,2007
CRPW21126977,326 W Caldwell ST ,90220,Los Angeles,69,984,7009,1952
CRDW21123076,9735 Lochinvar DR ,90660,Los Angeles,64,1687,5503,1957
CROC21134764,311 Santa Ana AVE ,90803,Los Angeles,80,1184,3808,1941
CRAR21139928,6331 Birdie DR ,91750,Los Angeles,42,1522,5601,1979
CRNDP2106634,8643 Cordial Rd ,92021,San Diego,47,1364,8700,1974
CRSW21129378,4645 Oak Tree WAY ,92545,Riverside,20,2034,5663,2001
CRPW21129342,8832 Syracuse AVE ,92804,Orange,63,1228,7379,1958
CNSR21127471,3407 Caspian DR ,93551,Los Angeles,25,1868,7608,1996
ML81850198,1059 Jewell AVE ,93950,Monterey,66,1332,6298,1955
EB40953733,3556 Kempton Way ,94611,Alameda,97,1378,4200,1924
EB40953660,2132 Essex St ,94705,Alameda,123,2048,3800,1898
BA321051436,36 Birch ST ,94941,Marin,67,1033,6151,1954
ME221067658,3958 Pine Lake CIR ,95219,San Joaquin,20,2379,8451,2001
BA321053951,20521 Palmer AVE ,95476,Sonoma,17,3209,12720,2004
BA321059400,8210 Starr RD ,95492,Sonoma,52,1599,87120,1969
ME221065458,180 Elkins CIR ,95630,Sacramento,30,1834,6669,1991
BA321058446,373 Lovers LN ,95688,Solano,67,1317,10454,1954
ME221069405,5521 Aspen Grove LN ,95757,Sacramento,18,2950,9261,2003
ME221080684,5300 48th ,95820,Sacramento,70,850,6534,1951
ME221072685,5490 Meadow Park WAY ,95823,Sacramento,46,1345,6970,1975
ME221057209,9227 Medallion WAY ,95826,Sacramento,44,1292,5798,1977
ME221063982,2212 Shorebird DR ,95833,Sacramento,21,2419,7131,2000
CRSN21132651,3299 Rogue River DR ,95973,Butte,2,2065,6534,2019
CRSB21135622,4828 W 138th ST ,90250,Los Angeles,74,1086,5467,1947
CRMB21126162,8624 Beverly Park PL ,90660,Los Angeles,55,1990,7553,1966
CRP1-5228,1300 E Topeka ST ,91104,Los Angeles,97,1376,8996,1924
CRP0-819004097,1025 N Chester AVE ,91104,Los Angeles,107,2186,8910,1914
CRAR21137191,14854 Avenida Anita ,91709,San Bernardino,26,2450,9576,1995
CRIV21056617,1827 W 7th ST ,92411,San Bernardino,60,1010,7050,1961
CRNP21125433,303 Ruby AVE ,92662,Orange,1,2423,2550,2020
CRPW21127747,9472 Vons DR ,92841,Orange,57,2135,9928,1964
ML81853539,755 Raymundo AVE ,94024,Santa Clara,70,2735,17359,1951
ML81849100,116 Foxwood RD ,94028,San Mateo,86,1600,8280,1935
BE40954974,3971 Somerset Ave ,94546,Alameda,66,1570,6230,1955
BA321057942,4 Firefly LN ,94558,Napa,23,1506,5663,1998
BE40954349,1143 Mataro Ct. ,94566,Alameda,35,2517,7251,1986
CC40955775,24 Alta Hill Way ,94595,Contra Costa,46,1670,14577,1975
BA321051369,26 Oakhurst RD ,94901,Marin,58,2152,24481,1963
ML81849337,4224 Latimer AVE ,95130,Santa Clara,59,1321,7250,1962
ME221065787,512 Tappan PL ,95336,San Joaquin,31,1859,8281,1990
ME221070383,221 Theall Street ,95370,Tuolumne,104,1330,23087,1917
BA321051359,2051 Tokay ST ,95404,Sonoma,25,1569,4750,1996
BA321049279,1645 Gill DR ,95620,Solano,23,2426,12319,1998
ME221058116,10007 Autumn Sage WAY ,95757,Sacramento,16,2300,6348,2005
ME221066471,3800 Renwick AVE ,95758,Sacramento,21,1629,4870,2000
ME221067754,5602 Cobbler LN ,95901,Yuba,6,1962,6000,2015
ME202000622,1821 Pheasant DR ,95993,Sutter,27,2397,7405,1994
CRPW21108772,1202 E Roosevelt RD ,90807,Los Angeles,71,1555,7412,1950
TM21-748504,9753 Marklein AVE ,91343,Los Angeles,60,1473,7595,1961
CNSR21136879,5240 Lemp AVE ,91601,Los Angeles,79,2422,12896,1942
CRJT21128196,7453 Sherwood RD ,92252,San Bernardino,38,957,18354,1983
CRCV21122559,18300 Betony PL ,92407,San Bernardino,8,1920,6730,2013
CRNP21082275,12 Tideline ,92657,Orange,17,3982,6229,2004
CRNP21146816,330 Onyx AVE ,92662,Orange,71,906,3400,1950
CROC21120892,26032 Monte Carlo WAY ,92692,Orange,27,2522,6000,1994
BE40956010,4108 Pinon Way ,94551,Alameda,34,1305,5094,1987
BE40958705,968 William Dr ,94580,Alameda,22,1541,2783,1999
ME221066012,1980 Deborah CIR ,95320,San Joaquin,7,2669,5998,2014
ME221068261,394 E 18th ST ,95340,Merced,72,1954,7405,1949
BA321051743,19410 7th ST E ,95476,Sonoma,31,2373,15000,1990
ME221047101,2012 Clearfield WAY ,95608,Sacramento,46,1263,6098,1975
ME221068470,6000 Centurion CIR ,95621,Sacramento,44,1726,7841,1977
ME202001084,550 E 10th ST ,95648,Placer,24,1381,7331,1997
BA321053756,330 Kentucky ST ,95688,Solano,92,1483,6098,1929
ME221075719,1940 Canvasback CT ,95948,Butte,0,1361,5663,2021
CRSN21128666,1873 Del Rio WAY ,95969,Butte,0,1570,13068,2021
CNSR21125563,2819 Palmer DR ,90065,Los Angeles,69,1380,7841,1952
TM21-747948,954 Galloway ST ,90272,Los Angeles,75,2613,5204,1946
CRPW21127535,14477 Carnell ST ,90603,Los Angeles,69,996,6796,1952
CRPW21092231,5721 E 23rd ST ,90815,Los Angeles,68,1538,7778,1953
CRPW21124454,614 Camino Grove AVE ,91006,Los Angeles,60,1621,8859,1961
CREV21114744,35810 County Line RD ,92399,San Bernardino,62,1625,20800,1959
CRIV21142607,11314 Sagewood PL ,92557,Riverside,36,1073,10019,1985
CRIG21111087,1159 Fortuna ST ,92571,Riverside,4,2688,7405,2017
CRSW21137321,23844 Fair Weather DR ,92587,Riverside,35,1508,7405,1986
CRNP21117186,2700 Harbor View DR ,92625,Orange,61,2945,14040,1960
CRTR21123018,1178 Solar CIR ,92882,Riverside,20,2872,7405,2001
CNSR21127362,2353 Nash LN ,93033,Ventura,24,1100,3534,1997
ML81848218,800 Larkspur DR ,94030,San Mateo,58,1770,5508,1963
ML81852260,142 Orval AVE ,94038,San Mateo,121,810,8640,1900
SF421560679,20 Tingley ST ,94112,San Francisco,111,1105,2509,1910
BA321057570,459 E K ST ,94510,Solano,41,1424,5663,1980
BE40954331,2053 Elderberry Dr ,94582,Contra Costa,4,5572,7180,2017
ML81848073,145 N 16th ST ,95112,Santa Clara,126,1150,4970,1895
BE40953941,2117 Novato Ct ,95301,Merced,1,2781,7623,2020
ME221068886,1269 Walnut ST ,95361,Stanislaus,69,1798,10500,1952
ME221051933,12332 Pawcatuck WAY ,95742,Sacramento,13,1468,5776,2008
ME221065027,5065 Nantucket ST ,95747,Placer,3,3121,6299,2018
ME221065770,5606 Saratoga CIR ,95765,Placer,6,3084,7192,2015
ME221064799,641 Robertson WAY ,95818,Sacramento,80,1030,7405,1941
CROR21129697,261 Canyon Highlands DR ,95966,Butte,71,2976,20909,1950
ME201902650,1215 Rice AVE ,95974,Butte,42,1152,8276,1979
CRPW21092030,8520 Seranata DR ,90603,Los Angeles,50,2400,22243,1971
CROC21136500,327 W Wistaria AVE ,91007,Los Angeles,49,2669,12760,1972
CNSR21127550,19725 Azure Field DR ,91321,Los Angeles,33,1883,3882,1988
CRIV21128060,1767 Cashew Tree ST ,92545,Riverside,24,2036,6534,1997
CRSW21123524,34363 Coppola ST ,92592,Riverside,9,2877,5663,2012
CROC21076246,12805 Crawford DR ,92782,Orange,29,2925,6222,1992
CRPW21132299,1212 Eckenrode WAY ,92870,Orange,33,1664,4400,1988
CRNS21131051,7215 Portola RD ,93422,San Luis Obispo,38,869,4370,1983
CRSW21127583,134 Riverside CT ,93458,Santa Barbara,23,1435,4356,1998
ML81850957,1718 Echo AVE ,94401,San Mateo,67,1080,6050,1954
BE40953701,5591 Jonathan Dr ,94560,Alameda,62,1864,7000,1959
BE40954923,3037 Leger Ct ,94588,Alameda,36,2144,6788,1985
EB40956155,461 Scenic Ave ,94611,Alameda,62,2297,16875,1959
ML81849092,21885 Meadowview LN ,95014,Santa Clara,65,2539,12737,1956
BA321056825,1079 W Verano AVE ,95476,Sonoma,57,1353,12632,1964
ME221064705,6206 Orsi CIR ,95608,Sacramento,60,1045,7405,1961
ME221068890,2012 Polley DR ,95661,Placer,60,1425,7174,1961
ME221066383,2972 Ironwood WAY ,95691,Yolo,47,1596,6900,1974
ME221070917,561 Alcantar CIR ,95834,Sacramento,20,2146,6508,2001
ME221068635,1115 Jean AVE ,95838,Sacramento,43,1000,3999,1978
CROC21132407,1052 Joels Place ,90012,Los Angeles,0,2362,1273,2021
TM21-753194,4504 11Th AVE ,90043,Los Angeles,97,1340,7283,1924
TM21-762052,622 Walden DR ,90210,Los Angeles,13,8918,13074,2008
CROC21143713,2725 Iroquois AVE ,90815,Los Angeles,70,1176,5560,1951
CNSR21119955,7930 Oakdale AVE ,91306,Los Angeles,58,1501,5201,1963
CNSR21129598,17628 Baltar ST ,91325,Los Angeles,69,1498,6276,1952
CNSR21138061,10600 Ledeen DR ,91342,Los Angeles,56,1938,11032,1965
CNSR21131399,16210 Halsey ST ,91344,Los Angeles,62,1935,12205,1959
CRSW21135389,1298 Avenida Fragata ,92069,San Diego,21,1652,8120,2000
CRSW21156851,3927 Anchorage ST ,92545,Riverside,22,2797,7405,1999
CRSW21132046,29749 Oakbridge DR ,92586,Riverside,32,1314,8276,1989
CROC21087806,4711 Winthrop DR ,92649,Orange,11,1797,4138,2010
CRPW21124160,720 Avenida Terrazo ,92882,Riverside,28,1695,7405,1993
ML81849962,1095 Clematis DR ,94086,Santa Clara,50,1947,6660,1971
EB40954968,324 Chapman Court ,94534,Solano,4,1651,3282,2017
BE40955370,2196 Bright Pl ,94541,Alameda,45,1840,11196,1976
BE40956173,1964 Swift Ct ,94545,Alameda,57,1540,13200,1964
ME221068697,1172 Silver Brook PL ,95337,San Joaquin,21,2700,12576,2000
ME221067042,3053 oleander AVE ,95340,Merced,69,1099,12197,1952
ME221070878,6626 Challis CT ,95610,Sacramento,34,1828,10019,1987
ME221064572,8936 Bedford AVE ,95628,Sacramento,64,1008,10019,1957
ME221068451,7812 Dymico CT ,95628,Sacramento,47,1756,9148,1974
ME221065361,26391 Fawn CT ,95666,Amador,15,2157,43560,2006
ME221058226,2350 Playa WAY ,95670,Sacramento,19,2504,4696,2002
ME221069195,8112 Maid Marion CT ,95828,Sacramento,31,1704,6569,1990
ME202002044,18306 Jayhawk DR ,95946,Nevada,44,1300,14375,1977
CRPTP2104075,13423 Sohail St. ,92040,San Diego,31,1648,10226,1990
CRNDP2106774,571 Glenheather DR ,92069,San Diego,47,1464,7700,1974
CROC21066201,47560 Stampede TRL ,92201,Riverside,19,1511,6969,2002
CRCV21127736,14913 New Foal TRL ,92336,San Bernardino,24,2393,5500,1997
CRSW21115370,507 Ellis ST ,92530,Riverside,40,1300,6970,1981
CRSW21125808,5610 Corte Viejo ,92545,Riverside,10,1880,7405,2011
CRSW21130271,29835 Bay View WAY ,92584,Riverside,16,2752,5663,2005
CRSW21129368,31077 Wellington CIR ,92591,Riverside,33,2670,9148,1988
CRLG21118788,2215 Holly Lane ,92663,Orange,67,1598,7200,1954
CROC21126658,27022 Via Grande ,92691,Orange,50,2935,10575,1971
CRPW21124834,745 N Clementine ST ,92805,Orange,98,1483,7598,1923
CRV1-6392,11371 Glenside LN ,93012,Ventura,33,3146,62291,1988
CC40957318,912 Ruth Dr ,94523,Contra Costa,70,1806,8400,1951
CC40954797,29 Sullivan Dr ,94556,Contra Costa,59,1856,12150,1962
BA321050110,18 Mount Diablo CIR ,94903,Marin,56,2655,10001,1965
ML81848343,2578 San Juan RD ,95004,Monterey,99,2484,385942,1922
ML81848087,15247 Via Pinto ,95030,Santa Clara,20,4013,29700,2001
ME221066484,2422 E Anita ST ,95205,San Joaquin,78,844,6700,1943
ME221069525,591 Penn AVE ,95382,Stanislaus,49,1335,7048,1972
ME221070866,2185 Dutch Creek CT ,95670,Sacramento,31,2081,9444,1990
ME221064876,5323 Alvoca WAY ,95835,Sacramento,18,1816,5118,2003
ME201902879,1117 Butte AVE ,95965,Butte,71,1099,17860,1950
CRPV21107794,4125 Roessler CT ,90274,Los Angeles,51,3370,9559,1970
CRPW21078474,21520 Belshire AVE ,90716,Los Angeles,67,1414,7981,1954
CRIV21122522,25131 Juanita AVE ,92551,Riverside,62,1267,7405,1959
CROC21152602,900 Chestnut PL ,92660,Orange,57,1891,9196,1964
SF421563708,208 Mangels AVE ,94131,San Francisco,65,1026,1860,1956
BE40953648,37071 Elm St ,94536,Alameda,59,2011,9744,1962
ML81849387,978 Scotsglen CT ,95136,Santa Clara,53,1572,6017,1968
ME221068839,2535 Home ST ,95205,San Joaquin,61,1178,6739,1960
CRMC21127031,1421 W 23rd ST ,95340,Merced,71,1098,7405,1950
ME221074089,2351 Ridge RD ,95358,Stanislaus,71,864,8133,1950
ME221076917,136 Diamond ST ,95603,Placer,73,720,4177,1948
ME221064519,4240 G ST ,95819,Sacramento,31,2800,7200,1990
CRSB21077002,5023 Golden Arrow DR ,90275,Los Angeles,55,2160,6999,1966
CRCV21123771,543 Garden AVE ,91767,Los Angeles,10,1831,4939,2011
CRNDP2107114,13398 Pantera RD ,92130,San Diego,35,1620,4066,1986
CREV21116961,2443 N Mountain View AVE ,92405,San Bernardino,74,851,5250,1947
CROC21116077,21 Saint John ,92629,Orange,32,2000,2800,1989
CRMD21137634,1007 Danielle ST ,93610,Madera,26,1540,7405,1995
ML81849046,201 Channing RD ,94010,San Mateo,81,1630,4738,1940
ML81848104,3926 Fairlands DR ,94588,Alameda,52,1924,7275,1969
EB40953762,1325 Grizzly Peak Blvd ,94708,Alameda,0,2563,6540,2021
ML81852344,3770 Marks AVE ,95118,Santa Clara,62,1280,6839,1959
BA321051291,5727 Los Alamos CT ,95409,Sonoma,34,1919,16034,1987
ME221075794,6200 Meadowvista DR ,95608,Sacramento,54,1777,9222,1967
ME221066986,5975 Oak ST ,95650,Placer,23,1252,8316,1998
ME221073194,2615 Tronero WAY ,95670,Sacramento,63,1000,6098,1958
ME221070617,3240 Lamar ,95682,El Dorado,43,1619,10019,1978
ME221068943,5299 Garlenda DR ,95762,El Dorado,18,2907,8276,2003
ME221073360,5401 Evan CT ,95765,Placer,22,1877,8446,1999
ME221045793,5512 Monalee AVE ,95819,Sacramento,71,1452,6460,1950
ME221051106,21 Cloe CT ,95835,Sacramento,21,3179,10607,2000
ME201903132,35 Cloverleaf DR ,95941,Butte,75,974,101495,1946
ME202100953,1964 Pebble Beach DR ,95993,Sutter,30,1860,6534,1991
CRPW21140677,4509 Jasmine AVE ,90232,Los Angeles,69,1665,6774,1952
CRPW21136725,286 Argonne AVE ,90803,Los Angeles,91,3178,6348,1930
CRPF21118294,16066 Flamstead DR ,91745,Los Angeles,66,1882,6635,1955
CRNDP2106731,2414 Copper WAY ,92009,San Diego,11,2196,59958,2010
CRV1-7146,1921 Mcloughlin Ave ,93035,Ventura,59,1049,6511,1962
ML81850581,1320 Miravalle AVE ,94024,Santa Clara,34,4753,15360,1987
SF421565519,751 3rd AVE ,94118,San Francisco,105,3107,3840,1916
EB40955321,1300 Park Ave ,94501,Alameda,106,1596,3944,1915
BA321053731,2881 Bay Tree DR ,94533,Solano,34,1067,3999,1987
ME221067722,2041 Brixham DR ,95747,Placer,10,2438,8085,2011
TM21-749258,5935 Canyon Heights LN ,90068,Los Angeles,73,2230,11404,1948
CRBB21121357,19405 Turtle Ridge LN ,91326,Los Angeles,35,1787,3413,1986
CRCV21130359,10230 San Nicholas CT ,91730,San Bernardino,35,1613,3956,1986
CRNDP2106611,1092 Rodeo Queen DR ,92028,San Diego,27,1979,10655,1994
CROC21124157,13705 Brynwood ST ,92392,San Bernardino,15,1492,8067,2006
CRIG21131508,988 Dunbar CT ,92543,Riverside,2,1935,7841,2019
ML81848462,858 Corriente Point DR ,94065,San Mateo,26,2730,5063,1995
SF421551153,295 Roosevelt WAY ,94114,San Francisco,80,1545,2317,1941
BA321067211,333 Fontaine DR ,94506,Contra Costa,31,2037,6107,1990
CC40953647,430 Barbara Cir ,94553,Contra Costa,58,1335,9000,1963
ML81849763,4893 Deep Creek RD ,94555,Alameda,35,1301,4500,1986
EB40954574,5826 Mcandrew Dr ,94611,Alameda,67,3552,10980,1954
ML81851166,698 New Ireland CT ,95136,Santa Clara,45,2124,10785,1976
ME221069455,526 Arc AVE ,95210,San Joaquin,62,1233,6181,1959
ME221066013,600 N Ham LN ,95242,San Joaquin,66,875,5201,1955
ME221066386,290 W Willow Creek DR ,95376,San Joaquin,35,1673,11715,1986
TM21-751318,4046 Guardia AVE ,90032,Los Angeles,95,1277,5626,1926
CRPW21124958,2520 Canfield DR ,90631,Orange,66,1353,7770,1955
CNSR21125927,23574 Adamsboro DR ,91321,Los Angeles,55,1500,8001,1966
CRNDP2107325,4435 Osprey ST ,92107,San Diego,84,1588,6900,1937
CRIV21137836,2161 Falcon Crest DR ,92506,Riverside,37,1655,8276,1984
CRSW21138291,513 Vardon CIR ,92545,Riverside,10,2071,5227,2011
CRV0-220004838,1801 Mcnell RD ,93023,Ventura,64,1878,80586,1957
ML81848207,527 Francisco DR ,94010,San Mateo,92,2535,6250,1929
CC40954539,736 Boltzen St ,94513,Contra Costa,19,1769,6500,2002
ML81849249,10440 Mann DR ,95014,Santa Clara,64,2883,10458,1957
ML81849329,1226 Stayner RD ,95121,Santa Clara,45,1206,3657,1976
ML81849663,4706 Silver Ranch PL ,95138,Santa Clara,16,2060,6016,2005
ME221065764,44506 Clubhouse DR ,95618,Yolo,46,3272,21558,1975
ME221073875,1509 Red Fox ST ,95747,Placer,14,2075,5894,2007
CNSR21151200,7530 Collett AVE ,91406,Los Angeles,73,1143,7149,1948
CNSR21096698,821 N Frederic ST ,91505,Los Angeles,96,2673,6902,1925
CRP1-5146,845 Via Alameda ,91773,Los Angeles,43,1740,10217,1978
CRPTP2104089,829 Caminito Estrella ,91910,San Diego,23,1344,4000,1998
CRSW21125969,43150 Bassano DR ,92592,Riverside,20,1536,4356,2001
CROC21121867,32811 Shipside DR ,92629,Orange,44,2590,9008,1977
CRPI21131373,937 Quail Oaks LN ,93444,San Luis Obispo,30,2115,41382,1991
ML81850901,616 Ocean View AVE ,94401,San Mateo,72,1000,5300,1949
CC40953903,4361 Hazelwood Ln ,94521,Contra Costa,57,1498,8100,1964
CC40953426,1338 Redwood St ,94565,Contra Costa,85,1125,5400,1936
BA321054192,913 Diamante ,94571,Solano,14,1579,5275,2007
BA321052957,924 Alameda ST ,94590,Solano,106,768,1790,1915
ME221069836,436 S Powers AVE ,95336,San Joaquin,68,1094,6299,1953
ME221070399,58 Willowood DR ,95361,Stanislaus,34,1880,7701,1987
ME221065775,2725 Burrelton WAY ,95661,Placer,16,2346,14741,2005
ME221030744,11469 Emma Nevada CIR ,95670,Sacramento,34,2036,11182,1987
ME221072963,604 Connor LN ,95695,Yolo,48,2213,6155,1973
ME221075072,4605 Stuben CT ,95758,Sacramento,17,1735,5458,2004
ME221068323,1511 Southridge CT ,95762,El Dorado,19,2906,10454,2002
ME221063263,16734 Patricia WAY ,95949,Nevada,37,2137,46174,1984
CRSN21124025,11 Leland CT ,95973,Butte,22,1346,7405,1999
TM21-748024,608 Lillian WAY ,90004,Los Angeles,98,2499,7706,1923
TM21-761520,2617 Harlesden CT ,90046,Los Angeles,71,2159,37723,1950
CRPW21138297,15338 San Ardo DR ,90638,Los Angeles,66,1176,6969,1955
TM21-745336,24747 Via Pradera ,91302,Los Angeles,34,2873,10921,1987
CNSR21149848,101 Saddlebow RD ,91307,Los Angeles,32,4250,49222,1989
CRPW21128962,6 Meadow Ridge CIR ,91766,Los Angeles,43,1635,10026,1978
CRNDP2107248,7089 Sitio Colina ,92009,San Diego,9,3899,9269,2012
CRSW21129659,31975 Luzon ST ,92591,Riverside,18,3140,6970,2003
CRPW21137117,7 Verano ,92610,Orange,31,2390,3800,1990
BA321034490,504 Wetlands Edge RD ,94503,Napa,18,2877,8242,2003
BE40953760,4829 Jennifer Ct ,94587,Alameda,46,1463,6136,1975
BA321058212,1247 Idylberry RD ,94903,Marin,59,1942,8873,1962
ML81849898,660 Moreno LN ,95050,Santa Clara,74,2499,9297,1947
ML81848189,670 Meadow AVE ,95051,Santa Clara,62,1508,6922,1959
ME221065720,4741 Llano LN ,95628,Sacramento,31,1584,10890,1990
ME221058237,2234 Trower CT ,95630,Sacramento,27,1574,6534,1994
ME201902905,7236 2nd ST ,95673,Sacramento,61,1014,6534,1960
ME221070806,441 Talon Reach Ct. ,95747,Placer,21,2502,6429,2000
ME221071500,8250 Bull Mountain CIR ,95758,Sacramento,29,1127,6212,1992
